Date,Close
2014-03-11,430.35
2014-03-10,428.45
2014-03-07,431.36
2014-03-06,428.4
2014-03-05,423.3
2014-03-04,420.21
2014-03-03,417.74
2014-02-28,423.12
2014-02-27,424.99
2014-02-26,427.88
2014-02-25,430.71
2014-02-24,425.69
2014-02-21,426.2
2014-02-20,416.65
2014-02-19,424.67
2014-02-18,426.47
2014-02-17,415.79
2014-02-14,413.1
2014-02-13,418.5
2014-02-12,425.31
2014-02-10,420.04
2014-02-07,414.44
2014-02-06,405.55
2014-02-05,404.98
2014-02-04,397.29
2014-02-03,417.44
2014-01-31,426.4
2014-01-30,427.72
2014-01-29,438.51
2014-01-28,427.25
2014-01-27,428.87
2014-01-24,441.23
2014-01-23,448.79
2014-01-22,453.04
2014-01-21,451.74
2014-01-20,450.73
2014-01-17,451.62
2014-01-16,450.29
2014-01-15,450.3
2014-01-14,442.07
2014-01-10,451.88
2014-01-09,450.76
2014-01-08,453.69
2014-01-07,445.78
2014-01-06,448.74
2013-12-30,451.84
2013-12-27,447.4
2013-12-26,443.67
2013-12-25,435.81
2013-12-24,435.17
2013-12-20,436.83
2013-12-19,437.39
2013-12-18,433.47
2013-12-17,427.74
2013-12-16,424.39
2013-12-13,430.24
2013-12-12,431.54
2013-12-11,434.38
2013-12-10,436.38
2013-12-09,435.94
2013-12-06,429.04
2013-12-05,427.24
2013-12-04,431.01
2013-12-03,437.87
2013-12-02,436.75
2013-11-29,436.34
2013-11-28,436.92
2013-11-27,432.17
2013-11-26,434.14
2013-11-25,436.05
2013-11-22,432.43
2013-11-21,431.75
2013-11-20,427.41
2013-11-19,428.31
2013-11-18,429.89
2013-11-15,428.74
2013-11-14,422.02
2013-11-13,417.16
2013-11-12,417.61
2013-11-11,410.9
2013-11-08,408.34
2013-11-07,411.18
2013-11-06,413.54
2013-11-05,410.55
2013-11-01,410.55
2013-10-31,414.55
2013-10-30,418.04
2013-10-29,415.12
2013-10-28,416.7
2013-10-25,410.33
2013-10-24,418.57
2013-10-23,415.69
2013-10-22,421.9
2013-10-21,421.13
2013-10-18,418.51
2013-10-17,418.42
2013-10-16,415.17
2013-10-15,415.48
2013-10-11,415.21
2013-10-10,408.9
2013-10-09,405.07
2013-10-08,399.41
2013-10-07,398.82
2013-10-04,404.5
2013-10-03,407.88
2013-10-02,408.34
2013-10-01,414.6
2013-09-30,414.51
2013-09-27,421.86
2013-09-26,422.51
2013-09-25,416.18
2013-09-24,417.84
2013-09-20,418.72
2013-09-19,417.42
2013-09-18,410.02
2013-09-17,405.99
2013-09-13,407.15
2013-09-12,406.5
2013-09-11,408.07
2013-09-10,408.21
2013-09-09,402.78
2013-09-06,394.15
2013-09-05,397.57
2013-09-04,397.06
2013-09-03,394.67
2013-09-02,384.37
2013-08-30,380.49
2013-08-29,383.83
2013-08-28,382.98
2013-08-27,389.79
2013-08-26,391.66
2013-08-23,392.05
2013-08-22,385.18
2013-08-21,386.07
2013-08-20,387.45
2013-08-19,395.29
2013-08-16,392.89
2013-08-15,395.63
2013-08-14,401.93
2013-08-13,397.16
2013-08-12,389.57
2013-08-09,392.33
2013-08-08,392.0
2013-08-07,397.45
2013-08-06,410.1
2013-08-05,407.29
2013-08-02,410.79
2013-08-01,399.73
2013-07-31,389.8
2013-07-30,395.64
2013-07-29,388.64
2013-07-26,401.8
2013-07-25,413.16
2013-07-24,418.54
2013-07-23,419.17
2013-07-22,417.31
2013-07-19,415.68
2013-07-18,419.14
2013-07-17,416.04
2013-07-16,415.37
2013-07-12,412.33
2013-07-11,410.04
2013-07-10,410.08
2013-07-09,410.61
2013-07-08,402.52
2013-07-05,407.49
2013-07-04,401.45
2013-07-03,402.37
2013-07-02,401.77
2013-07-01,394.45
2013-06-28,388.68
2013-06-27,376.61
2013-06-26,366.7
2013-06-25,370.18
2013-06-24,374.06
2013-06-21,377.16
2013-06-20,374.59
2013-06-19,379.4
2013-06-18,372.93
2013-06-17,372.37
2013-06-14,362.62
2013-06-13,358.59
2013-06-12,376.18
2013-06-11,377.63
2013-06-10,381.23
2013-06-07,362.03
2013-06-06,367.31
2013-06-05,374.64
2013-06-04,386.22
2013-06-03,377.42
2013-05-31,390.27
2013-05-30,389.51
2013-05-29,404.61
2013-05-28,400.56
2013-05-27,395.87
2013-05-24,409.19
2013-05-23,407.09
2013-05-22,436.75
2013-05-21,435.44
2013-05-20,435.36
2013-05-17,429.52
2013-05-16,426.17
2013-05-15,428.93
2013-05-14,422.71
2013-05-13,422.82
2013-05-10,415.95
2013-05-09,406.41
2013-05-08,410.48
2013-05-07,408.41
2013-05-02,396.17
2013-05-01,397.73
2013-04-30,399.81
2013-04-26,397.95
2013-04-25,402.06
2013-04-24,399.35
2013-04-23,392.05
2013-04-22,392.34
2013-04-19,385.62
2013-04-18,384.2
2013-04-17,388.45
2013-04-16,382.63
2013-04-15,387.07
2013-04-12,391.72
2013-04-11,391.3
2013-04-10,382.88
2013-04-09,377.24
2013-04-08,377.16
2013-04-05,365.18
2013-04-04,356.06
2013-04-03,347.1
2013-04-02,340.03
2013-04-01,343.22
2013-03-29,355.09
2013-03-28,355.47
2013-03-27,358.55
2013-03-26,354.71
2013-03-25,355.57
2013-03-22,352.67
2013-03-21,359.12
2013-03-19,354.71
2013-03-18,349.0
2013-03-15,356.32
2013-03-14,351.82
2013-03-13,349.47
2013-03-12,350.87
2013-03-11,352.23
2013-03-08,346.33
2013-03-07,341.0
2013-03-06,340.58
2013-03-05,335.54
2013-03-04,336.56
2013-03-01,333.81
2013-02-28,331.04
2013-02-27,323.81
2013-02-26,327.77
2013-02-25,332.14
2013-02-22,326.44
2013-02-21,326.14
2013-02-20,329.33
2013-02-19,325.84
2013-02-18,325.43
2013-02-15,318.77
2013-02-14,322.93
2013-02-13,323.52
2013-02-12,327.36
2013-02-08,323.99
2013-02-07,327.77
2013-02-06,327.75
2013-02-05,318.29
2013-02-04,323.39
2013-02-01,319.47
2013-01-31,318.5
2013-01-30,316.71
2013-01-29,311.78
2013-01-28,309.85
2013-01-25,310.74
2013-01-24,304.35
2013-01-23,301.16
2013-01-22,305.41
2013-01-21,306.72
2013-01-18,308.46
2013-01-17,301.73
2013-01-16,300.92
2013-01-15,306.76
2013-01-11,304.16
2013-01-10,300.9
2013-01-09,297.89
2013-01-08,295.57
2013-01-07,298.29
2013-01-04,300.43
2012-12-28,290.92
2012-12-27,289.08
2012-12-26,287.0
2012-12-25,283.39
2012-12-21,281.66
2012-12-20,283.58
2012-12-19,284.02
2012-12-18,276.89
2012-12-17,274.06
2012-12-14,271.82
2012-12-13,271.35
2012-12-12,268.95
2012-12-11,267.31
2012-12-10,268.05
2012-12-07,268.52
2012-12-06,268.07
2012-12-05,265.88
2012-12-04,265.76
2012-12-03,265.66
2012-11-30,265.56
2012-11-29,265.0
2012-11-28,262.37
2012-11-27,265.62
2012-11-26,264.85
2012-11-22,263.73
2012-11-21,260.64
2012-11-20,259.0
2012-11-19,258.88
2012-11-16,255.31
2012-11-15,250.95
2012-11-14,246.2
2012-11-13,246.17
2012-11-12,246.26
2012-11-09,249.0
2012-11-08,250.57
2012-11-07,253.93
2012-11-06,253.74
2012-11-05,254.79
2012-11-02,256.04
2012-11-01,253.24
2012-10-31,252.79
2012-10-30,249.93
2012-10-29,252.22
2012-10-26,252.63
2012-10-25,255.82
2012-10-24,253.11
2012-10-23,255.06
2012-10-22,256.35
2012-10-19,256.47
2012-10-18,255.86
2012-10-17,251.83
2012-10-16,249.34
2012-10-15,246.23
2012-10-12,244.68
2012-10-11,243.49
2012-10-10,244.55
2012-10-09,248.19
2012-10-05,251.13
2012-10-04,250.49
2012-10-03,247.77
2012-10-02,249.08
2012-10-01,249.6
2012-09-28,251.38
2012-09-27,253.92
2012-09-26,252.99
2012-09-25,255.31
2012-09-24,253.99
2012-09-21,254.71
2012-09-20,253.88
2012-09-19,257.33
2012-09-18,255.22
2012-09-14,254.95
2012-09-13,251.14
2012-09-12,250.36
2012-09-11,247.22
2012-09-10,248.85
2012-09-07,248.21
2012-09-06,243.11
2012-09-05,242.84
2012-09-04,245.6
2012-09-03,246.35
2012-08-31,247.37
2012-08-30,251.25
2012-08-29,253.26
2012-08-28,251.97
2012-08-27,254.84
2012-08-24,255.38
2012-08-23,257.67
2012-08-22,257.1
2012-08-21,257.86
2012-08-20,257.59
2012-08-17,257.88
2012-08-16,255.77
2012-08-15,252.13
2012-08-14,252.82
2012-08-13,251.78
2012-08-10,251.74
2012-08-09,253.44
2012-08-08,251.4
2012-08-07,250.71
2012-08-06,248.11
2012-08-03,244.28
2012-08-02,247.08
2012-08-01,246.1
2012-07-31,248.13
2012-07-30,246.65
2012-07-27,244.89
2012-07-26,241.27
2012-07-25,238.44
2012-07-24,242.05
2012-07-23,243.01
2012-07-20,247.36
2012-07-19,251.54
2012-07-18,249.4
2012-07-17,250.36
2012-07-13,251.34
2012-07-12,251.63
2012-07-11,254.76
2012-07-10,255.21
2012-07-09,256.84
2012-07-06,259.27
2012-07-05,260.74
2012-07-04,261.56
2012-07-03,260.98
2012-07-02,258.44
2012-06-29,258.67
2012-06-28,254.96
2012-06-27,250.66
2012-06-26,248.27
2012-06-25,250.19
2012-06-22,251.83
2012-06-21,252.84
2012-06-20,250.62
2012-06-19,246.49
2012-06-18,247.86
2012-06-15,243.88
2012-06-14,243.61
2012-06-13,244.0
2012-06-12,243.32
2012-06-11,245.12
2012-06-08,241.16
2012-06-07,245.28
2012-06-06,241.32
2012-06-05,237.95
2012-06-04,234.01
2012-06-01,238.5
2012-05-31,241.9
2012-05-30,243.19
2012-05-29,244.09
2012-05-28,242.23
2012-05-25,242.74
2012-05-24,242.74
2012-05-23,242.58
2012-05-22,246.38
2012-05-21,243.73
2012-05-18,243.81
2012-05-17,250.74
2012-05-16,248.11
2012-05-15,251.02
2012-05-14,254.08
2012-05-11,254.95
2012-05-10,257.27
2012-05-09,257.35
2012-05-08,260.99
2012-05-07,259.41
2012-05-02,266.29
2012-05-01,265.13
2012-04-27,269.73
2012-04-26,271.57
2012-04-25,271.29
2012-04-24,269.46
2012-04-23,271.18
2012-04-20,271.91
2012-04-19,272.47
2012-04-18,274.11
2012-04-17,268.94
2012-04-16,269.05
2012-04-13,272.67
2012-04-12,270.86
2012-04-11,269.54
2012-04-10,271.89
2012-04-09,272.01
2012-04-06,275.85
2012-04-05,277.96
2012-04-04,279.0
2012-04-03,283.99
2012-04-02,285.62
2012-03-30,285.25
2012-03-29,286.1
2012-03-28,287.94
2012-03-27,287.51
2012-03-26,281.06
2012-03-23,281.32
2012-03-22,284.21
2012-03-21,283.05
2012-03-19,285.87
2012-03-16,285.38
2012-03-15,284.47
2012-03-14,282.42
2012-03-13,278.86
2012-03-12,278.93
2012-03-09,279.88
2012-03-08,275.91
2012-03-07,271.78
2012-03-06,273.2
2012-03-05,274.76
2012-03-02,276.21
2012-03-01,274.2
2012-02-29,275.63
2012-02-28,276.45
2012-02-27,275.41
2012-02-24,275.03
2012-02-23,273.6
2012-02-22,272.27
2012-02-21,269.14
2012-02-20,269.82
2012-02-17,267.31
2012-02-16,264.19
2012-02-15,265.1
2012-02-14,260.25
2012-02-13,258.52
2012-02-10,257.66
2012-02-09,259.3
2012-02-08,258.75
2012-02-07,255.64
2012-02-06,254.83
2012-02-03,251.88
2012-02-02,252.51
2012-02-01,251.12
2012-01-31,250.11
2012-01-30,250.58
2012-01-27,251.86
2012-01-26,252.92
2012-01-25,253.79
2012-01-24,250.57
2012-01-23,250.28
2012-01-20,249.86
2012-01-19,245.47
2012-01-18,243.73
2012-01-17,242.68
2012-01-16,240.79
2012-01-13,243.61
2012-01-12,241.14
2012-01-11,243.3
2012-01-10,242.85
2012-01-06,242.09
2012-01-05,244.26
2012-01-04,246.37
2011-12-30,241.87
2011-12-29,239.74
2011-12-28,239.46
2011-12-27,239.96
2011-12-26,240.59
2011-12-22,239.57
2011-12-21,240.4
2011-12-20,238.09
2011-12-19,237.24
2011-12-16,239.37
2011-12-15,239.96
2011-12-14,243.77
2011-12-13,245.02
2011-12-12,246.85
2011-12-09,244.12
2011-12-08,246.26
2011-12-07,247.65
2011-12-06,243.92
2011-12-05,247.41
2011-12-02,245.89
2011-12-01,244.45
2011-11-30,240.87
2011-11-29,241.11
2011-11-28,236.57
2011-11-25,233.69
2011-11-24,233.63
2011-11-22,237.42
2011-11-21,237.26
2011-11-18,238.2
2011-11-17,240.57
2011-11-16,239.54
2011-11-15,241.75
2011-11-14,243.47
2011-11-11,241.39
2011-11-10,241.77
2011-11-09,247.69
2011-11-08,244.1
2011-11-07,248.0
2011-11-04,248.51
2011-11-02,244.14
2011-11-01,249.16
2011-10-31,252.22
2011-10-28,254.21
2011-10-27,251.48
2011-10-26,246.56
2011-10-25,247.0
2011-10-24,249.5
2011-10-21,245.9
2011-10-20,246.5
2011-10-19,248.28
2011-10-18,248.21
2011-10-17,251.65
2011-10-14,247.59
2011-10-13,250.8
2011-10-12,249.31
2011-10-11,249.79
2011-10-07,245.6
2011-10-06,244.19
2011-10-05,240.75
2011-10-04,244.03
2011-10-03,247.47
2011-09-30,251.79
2011-09-29,252.0
2011-09-28,249.15
2011-09-27,244.93
2011-09-26,238.65
2011-09-22,243.71
2011-09-21,247.79
2011-09-20,247.2
2011-09-16,251.3
2011-09-15,246.14
2011-09-14,242.89
2011-09-13,245.51
2011-09-12,242.87
2011-09-09,247.39
2011-09-08,247.88
2011-09-07,246.56
2011-09-06,242.49
2011-09-05,247.2
2011-09-02,251.54
2011-09-01,254.07
2011-08-31,251.73
2011-08-30,250.65
2011-08-29,247.86
2011-08-26,246.84
2011-08-25,245.44
2011-08-24,242.43
2011-08-23,244.98
2011-08-22,242.53
2011-08-19,245.55
2011-08-18,250.56
2011-08-17,253.44
2011-08-16,254.18
2011-08-15,253.54
2011-08-12,250.68
2011-08-11,251.43
2011-08-10,253.02
2011-08-09,250.73
2011-08-08,254.63
2011-08-05,260.44
2011-08-04,268.52
2011-08-03,268.65
2011-08-02,274.05
2011-08-01,276.49
2011-07-29,273.2
2011-07-28,275.44
2011-07-27,278.89
2011-07-26,281.05
2011-07-25,279.78
2011-07-22,281.87
2011-07-21,279.28
2011-07-20,279.47
2011-07-19,277.38
2011-07-15,278.95
2011-07-14,278.24
2011-07-13,279.3
2011-07-12,278.21
2011-07-11,282.2
2011-07-08,283.34
2011-07-07,281.95
2011-07-06,282.82
2011-07-05,280.26
2011-07-04,279.98
2011-07-01,276.95
2011-06-30,275.69
2011-06-29,274.09
2011-06-28,269.71
2011-06-27,268.03
2011-06-24,270.42
2011-06-23,268.15
2011-06-22,269.24
2011-06-21,265.07
2011-06-20,262.11
2011-06-17,261.66
2011-06-16,263.84
2011-06-15,267.62
2011-06-14,267.09
2011-06-13,263.93
2011-06-10,265.56
2011-06-09,264.16
2011-06-08,264.59
2011-06-07,264.35
2011-06-06,262.46
2011-06-03,264.97
2011-06-02,267.9
2011-06-01,272.21
2011-05-31,271.88
2011-05-30,267.19
2011-05-27,267.36
2011-05-26,268.03
2011-05-25,265.05
2011-05-24,265.5
2011-05-23,265.05
2011-05-20,268.09
2011-05-19,269.34
2011-05-18,271.11
2011-05-17,268.21
2011-05-16,268.47
2011-05-13,271.86
2011-05-12,274.78
2011-05-11,277.21
2011-05-10,276.81
2011-05-09,275.79
2011-05-06,276.88
2011-05-02,279.73
2011-04-28,275.54
2011-04-27,271.69
2011-04-26,269.7
2011-04-25,271.79
2011-04-22,272.22
2011-04-21,271.95
2011-04-20,270.45
2011-04-19,267.43
2011-04-18,270.23
2011-04-15,271.54
2011-04-14,273.14
2011-04-13,272.29
2011-04-12,270.38
2011-04-11,274.79
2011-04-08,274.9
2011-04-07,271.16
2011-04-06,270.72
2011-04-05,273.08
2011-04-04,277.24
2011-04-01,278.16
2011-03-31,280.47
2011-03-30,279.34
2011-03-29,274.19
2011-03-28,273.52
2011-03-25,273.29
2011-03-24,272.07
2011-03-23,274.25
2011-03-22,276.38
2011-03-18,264.53
2011-03-17,258.18
2011-03-16,260.05
2011-03-15,243.46
2011-03-14,269.27
2011-03-11,291.39
2011-03-10,296.21
2011-03-09,300.47
2011-03-08,298.86
2011-03-07,299.57
2011-03-04,303.83
2011-03-03,301.7
2011-03-02,299.87
2011-03-01,306.24
2011-02-28,302.37
2011-02-25,299.39
2011-02-24,297.0
2011-02-23,301.01
2011-02-22,303.99
2011-02-21,309.46
2011-02-18,309.04
2011-02-17,309.08
2011-02-16,306.91
2011-02-15,305.6
2011-02-14,304.46
2011-02-10,300.67
2011-02-09,299.87
2011-02-08,299.69
2011-02-07,298.64
2011-02-04,296.99
2011-02-03,294.56
2011-02-02,295.26
2011-02-01,290.35
2011-01-31,289.3
2011-01-28,292.14
2011-01-27,295.14
2011-01-26,293.06
2011-01-25,295.04
2011-01-24,291.27
2011-01-21,289.18
2011-01-20,294.23
2011-01-19,297.18
2011-01-18,295.57
2011-01-17,294.8
2011-01-14,295.27
2011-01-13,297.37
2011-01-12,294.9
2011-01-11,294.23
2011-01-07,293.91
2011-01-06,293.25
2011-01-05,289.37
2011-01-04,289.3
2010-12-30,285.17
2010-12-29,287.98
2010-12-28,286.33
2010-12-27,286.7
2010-12-24,285.74
2010-12-22,287.0
2010-12-21,287.38
2010-12-20,285.05
2010-12-17,286.37
2010-12-16,286.63
2010-12-15,286.26
2010-12-14,286.02
2010-12-13,284.52
2010-12-10,281.61
2010-12-09,282.69
2010-12-08,281.52
2010-12-07,278.94
2010-12-06,279.61
2010-12-03,278.77
2010-12-02,278.13
2010-12-01,274.64
2010-11-30,273.03
2010-11-29,277.22
2010-11-26,274.88
2010-11-25,275.85
2010-11-24,274.67
2010-11-22,277.26
2010-11-19,275.24
2010-11-18,274.93
2010-11-17,269.37
2010-11-16,268.62
2010-11-15,269.74
2010-11-12,268.33
2010-11-11,271.13
2010-11-10,270.07
2010-11-09,266.16
2010-11-08,266.7
2010-11-05,264.5
2010-11-04,258.77
2010-11-02,254.66
2010-11-01,254.81
2010-10-29,257.09
2010-10-28,258.21
2010-10-27,259.38
2010-10-26,259.3
2010-10-25,260.33
2010-10-22,261.41
2010-10-21,260.04
2010-10-20,261.05
2010-10-19,264.17
2010-10-18,263.31
2010-10-15,262.03
2010-10-14,265.25
2010-10-13,260.92
2010-10-12,261.44
2010-10-08,266.26
2010-10-07,268.34
2010-10-06,267.78
2010-10-05,264.38
2010-10-04,261.48
2010-10-01,263.73
2010-09-30,263.66
2010-09-29,269.03
2010-09-28,267.57
2010-09-27,267.5
2010-09-24,264.24
2010-09-22,266.67
2010-09-21,267.73
2010-09-17,268.37
2010-09-16,266.13
